"id","airport_ref","airport_ident","type","description","frequency_mhz"
568389,2216,"EDDK","VOLMET","Bremen VOLMET",127.41
52980,2217,"EDDL","ACC","LANGEN RADAR",128.55
52985,2217,"EDDL","AFIS","Langen Information",129.875
52981,2217,"EDDL","APP","DIR",128.65
52982,2217,"EDDL","ATIS","Duesseldorf ATIS",123.78
52983,2217,"EDDL","CLD","CLNC DEL",121.775
566747,2217,"EDDL","DELIVERY","Duesseldorf Delivery",121.78
52984,2217,"EDDL","GND","Duesseldorf Ground / Rollkontrolle",121.905
52986,2217,"EDDL","MISC","DE ICING",135.225
52987,2217,"EDDL","TWR","Duesseldorf Tower / Turm",118.305
53015,2218,"EDDM","ACC","RADAR",123.9
53021,2218,"EDDM","AFIS","Langen Information",120.65
571799,2218,"EDDM","AFIS","Langen Information",126.95
53016,2218,"EDDM","ARR","ARR",120.775
53017,2218,"EDDM","ATIS","Muenchen ATIS",123.13
53018,2218,"EDDM","CLD","Muenchen Delivery",121.73
53019,2218,"EDDM","DIR","DIRECTOR",118.825
571809,2218,"EDDM","GND","Muenchen Ground / Rollkontrolle",121.83
571810,2218,"EDDM","GND","Muenchen Ground / Rollkontrolle",121.98
53022,2218,"EDDM","RDR","LCL RADAR",131.225
313836,2218,"EDDM","RMP","Muenchen Apron 2 / Vorfeld 2",121.71
313834,2218,"EDDM","RMP","Muenchen Apron 1 / Vorfeld 1",121.78
313835,2218,"EDDM","RMP","Muenchen Apron 3 / Vorfeld 3",121.93
53024,2218,"EDDM","TWR","Muenchen Tower North / Turm Nord",118.705
53020,2218,"EDDM","TWR","Muenchen Tower / Turm",119.405
571803,2218,"EDDM","TWR","Muenchen Tower South / Turm Süd",120.505
571800,2218,"EDDM","VOLMET","Frankfurt 2 VOLMET",135.78
571866,2219,"EDDN","AFIS","Langen Information",120.65
571867,2219,"EDDN","AFIS","Langen Information",125.8
53179,2219,"EDDN","APP","Nürnberg Director",119.475
53178,2219,"EDDN","ATIS","Nuernberg ATIS",123.08
53180,2219,"EDDN","GND","NUERNBERG GROUND / ROLLKONTROLLE",121.76
53181,2219,"EDDN","RDR","MUNCHEN RADAR",129.525
53182,2219,"EDDN","TWR","NUERNBERG TOWER / TURM",118.305
571868,2219,"EDDN","VOLMET","Berlin VOLMET",128.405
52814,2220,"EDDP","APP","MUNCHEN RADAR",124.175
52815,2220,"EDDP","ATIS","ATIS",123.95
52816,2220,"EDDP","GND","GND",121.8
52817,2220,"EDDP","INFO","MUNCHEN INFO",125.8
52818,2220,"EDDP","TWR","TWR",121.1
52976,2221,"EDDR","AFIS","Langen Information",123.525
52977,2221,"EDDR","ATIS","Saarbruekcen ATIS",125.48
574813,2221,"EDDR","GND","Saarbruekcen Ground / Rollkontrolle",118.555
52978,2221,"EDDR","RDR","LANGEN RADAR",129.675
52979,2221,"EDDR","TWR","Saarbruekcen Tower / Turm",118.355
53029,2222,"EDDS","AFIS","Langen Information",128.95
352837,2222,"EDDS","APP","Langen Radar Approach",119.2
53025,2222,"EDDS","ATIS","Stuttgart ATIS",126.13
53026,2222,"EDDS","CLD","Stuttgart Delivery",121.915
53027,2222,"EDDS","DIR","Stuttgart Director",119.85
53028,2222,"EDDS","GND","Stuttgart Ground / Rollkontrolle",118.605
53030,2222,"EDDS","MISC","DEICING",121.63
53032,2222,"EDDS","RDR","LANGEN RADAR",119.2
53033,2222,"EDDS","RMP","APRON",121.7
53034,2222,"EDDS","TWR","Stuttgart Tower / Turm",118.805
574988,2222,"EDDS","TWR","Stuttgart Tower / Turm",119.065
574987,2222,"EDDS","VOLMET","Frankfurt 2 VOLMET",135.78
53045,2224,"EDDV","AFIS","LANGEN INFORMATION",119.825
53042,2224,"EDDV","APP","DIRECTOR",119.6
53043,2224,"EDDV","ATIS","Hannover ATIS",136.575
53044,2224,"EDDV","GND","Hannover Ground / Rollkontrolle",121.955
53046,2224,"EDDV","RDR","BREMEN RADAR",131.325
53047,2224,"EDDV","TWR","Hannover Tower / Turm",120.18
568162,2224,"EDDV","TWR","Hannover Tower / Turm",120.405
52823,2225,"EDDW","AFIS","Langen Information",125.1
564189,2225,"EDDW","AFIS","Langen Information",128.525
52824,2225,"EDDW","APP","RADAR",124.8
52825,2225,"EDDW","ATIS","Bremen ATIS",132.38
52826,2225,"EDDW","GND","Bremen Ground",121.755
52827,2225,"EDDW","TWR","Bremen Tower",120.33
564191,2225,"EDDW","TWR","Bremen Tower",134.83
564190,2225,"EDDW","VOLMET","Bremen VOLMET",147.41
562262,29070,"EDEB","AFIS","Langen Information",119.825
511825,29070,"EDEB","Info","Bad Langensalza Radio",125.365
567245,28575,"EDEG","AFIS","Langen Information",119.825
511826,28575,"EDEG","INFO","Gotha Radio",121.235
568170,28592,"EDEH","AFIS","Langen Information",128.95
518525,28592,"EDEH","Info","Herrenteich Radio",132.055
568755,28631,"EDEL","AFIS","Langen Information",123.525
568756,28631,"EDEL","INFO","Langenlonsheim Radio",124.03
570858,28604,"EDEM","AFIS","Langen Information",119.15
570859,28604,"EDEM","AFIS","Mosenberg Radio",130.66
562259,314001,"EDEN","AFIS","Langen Information",119.15
317812,314001,"EDEN","Info","Hersfeld Radio",119.005
568169,29946,"EDEP","AFIS","Langen Information",119.15
326319,29946,"EDEP","INFO","Heppenheim Radio",122.48
570861,28651,"EDEQ","AFIS","Langen Information",119.825
570862,28651,"EDEQ","INFO","Muehlhausen Radio",122.855
575041,29072,"EDER","AFIS","Langen Information",119.15
331916,29072,"EDER","INFO","Wasserkuppe Radio",120.13
575035,28750,"EDEW","AFIS","Langen Information",119.15
575036,28750,"EDEW","INFO","Wallduern Radio",131.01
316311,28500,"EDFA","AFIS","Langen Information",123.525
559946,28500,"EDFA","INFO","Anspach Radio",121.03
573286,28700,"EDFB","AFIS","Langen Information",119.15
573287,28700,"EDFB","INFO","Reichelsheim Radio",120.43
562241,28502,"EDFC","AFIS","Langen Information",119.15
332588,28502,"EDFC","Info",,132.43
52727,2226,"EDFE","AFIS","LANGEN INFORMATION",119.15
52728,2226,"EDFE","INFO","Egelsbach Radio",118.405
52729,2226,"EDFE","RMP","Egelsbach Apron / Vorfeld",121.73
567042,28568,"EDFG","AFIS","Langen Information",119.15
326219,28568,"EDFG","INFO","Gelnhausen Radio",123.055
53090,2227,"EDFH","AFIS","Langen Information",123.525
53091,2227,"EDFH","APP","LANGEN RADAR",125.6
53092,2227,"EDFH","ATIS","Hahn ATIS",136.355
53093,2227,"EDFH","GND","Hahn Grond / Rollkontrolle",121.98
53094,2227,"EDFH","TWR","Hahn Tower / Turm",119.655
566980,2227,"EDFH","TWR","Hahn Tower / Turm",120.905
568180,28598,"EDFI","AFIS","Hirzenhaim Radio",118.33
568179,28598,"EDFI","AFIS","Langen Information",123.525
330906,28587,"EDFJ","AFIS","LANGEN INFORMATION",119.15
330905,28587,"EDFJ","INFO","HAMMELBURG RADIO",118.43
562260,28512,"EDFK","AFIS","Langen Information",119.15
562261,28512,"EDFK","Info","Bad Kissingen Radio",124.755
567052,28572,"EDFL","AFIS","Langen Information",123.525
567053,28572,"EDFL","INFO","Luetzelinden Radio",122.505
53240,2228,"EDFM","AFIS","Langen Information",119.15
53238,2228,"EDFM","AFIS","Langen Information",128.95
53239,2228,"EDFM","ATIS","Mannheim ATIS",132.415
570835,2228,"EDFM","INFO","Mannheim Information",129.78
324814,2228,"EDFM","TWR","Mannheim Tower / Turm",129.78
570837,28643,"EDFN","AFIS","Langen Information",119.15
570838,28643,"EDFN","INFO","Marburg Radio",134.915
326317,28648,"EDFO","AFIS","Langen Information",119.15
326318,28648,"EDFO","Info","Michelstadt Radio",124.515
572224,505089,"EDFP","AFIS","Langen Information",119.15
572225,505089,"EDFP","INFO","Ober-Moehrlen Radio",122.34
52746,2229,"EDFQ","ACC","LANGEN RADAR",124.725
52747,2229,"EDFQ","AFIS","Langen Information",119.15
52748,2229,"EDFQ","ATIS","Allendorf ATIS",120.465
52749,2229,"EDFQ","INFO","Allendorf Information",135.165
302414,28708,"EDFR","AFIS","Langen Information",119.15
302415,28708,"EDFR","INFO","Rothenburg Radio",128.36
574854,28724,"EDFS","AFIS","Langen Information",119.15
574855,28724,"EDFS","INFO","Schweinfurt Radio",119.98
569361,28635,"EDFT","AFIS","Langen Information",119.15
328901,28635,"EDFT","INFO","Lauterbach Radio",122.18
570833,28642,"EDFU","AFIS","Langen Information",119.15
570834,28642,"EDFU","INFO","Mainbullau Radio",121.035
575075,2230,"EDFV","AFIS","Langen Information",123.525
52731,2230,"EDFV","Info","Worms Radio",124.605
322919,28764,"EDFW","AFIS","Langen Information",119.15
322918,28764,"EDFW","Info","Schenkenturm Info",122.175
568181,28599,"EDFX","AFIS","Langen Information",128.95
568182,28599,"EDFX","INFO","Hockenheim Radio",121.19
566972,28559,"EDFY","AFIS","Langen Information",123.525
566973,28559,"EDFY","INFO","Elz Radio",128.755
53059,2231,"EDFZ","AFIS","LANGEN INFO",123.525
53060,2231,"EDFZ","INFO","Mainz Radio",122.93
559779,28493,"EDGA","AFIS","Langen Information",123.525
559780,28493,"EDGA","INFO","Ailertchen Radio",126.41
563980,28538,"EDGB","AFIS","Langen Information",123.525
563981,28538,"EDGB","Info","Breitscheid Radio",122.53
563982,28538,"EDGB","Listneing Watch","Siegerland Information",120.38
53162,2232,"EDGE","AFIS","Langen Information",119.825
53163,2232,"EDGE","INFO","Eisenach Radio",119.755
566991,28565,"EDGF","AFIS","Jossa Radio",118.985
566990,28565,"EDGF","AFIS","Langen Information",119.15
568174,28595,"EDGH","AFIS","Langen Information",119.15
568175,28595,"EDGH","INFO","Hettstadt Radio",122.43
568202,28610,"EDGI","AFIS","Langen Information",128.95
568203,28610,"EDGI","INFO","Ingelfingen Radio",120.835
568394,28624,"EDGK","AFIS","Langen Information",119.825
568395,28624,"EDGK","INFO","Korbach Radio",125.815
570854,28649,"EDGM","AFIS","Langen Information",128.95
570856,28649,"EDGM","INFO","Mosbach Radio",128.34
572241,28681,"EDGP","AFIS","Langen Information",123.525
572243,28681,"EDGP","INFO","Oppenheim Radio",130.64
574825,28715,"EDGQ","AFIS","Langen Information",129.875
574827,28715,"EDGQ","INFO","Schameder Radio",133.585
567054,28573,"EDGR","AFIS","Langen Information",119.15
567055,28573,"EDGR","INFO","Reiskirchen Radio",127.86
53057,2233,"EDGS","AFIS","Langen Information",123.525
53056,2233,"EDGS","ATIS","Siegerland ATIS",128.705
53055,2233,"EDGS","FIS","Siegerland Information",120.38
53058,2233,"EDGS","RDR","LANGEN RADAR",124.9
563976,28537,"EDGT","AFIS","Langen Information",123.525
563977,28537,"EDGT","Info","Bottenhorn Radio",132.81
575016,28743,"EDGU","AFIS","Langen Information",119.15
575017,28743,"EDGU","INFO","Uenterschuepf Radio",132.015
575073,28763,"EDGW","AFIS","Langen Information",119.825
575074,28763,"EDGW","INFO","Wolfhagen Radio",127.455
575033,28749,"EDGX","AFIS","Langen Information",128.95
575034,28749,"EDGX","INFO","Walldorf Radio",128.265
575050,28754,"EDGZ","AFIS","Langen Information",119.15
575051,28754,"EDGZ","INFO","Weinheim Radio",123.605
568144,28581,"EDHB","AFIS","Langen Information",125.1
568145,28581,"EDHB","INFO","Grube Radio",132.015
569650,28640,"EDHC","AFIS","Langen Information",132.65
569651,28640,"EDHC","INFO","Luechow Radio",125.365
566795,308604,"EDHD","AFIS","Langen Information",119.825
566796,308604,"EDHD","INFO","Eichsfeld Radio",124.03
575014,28742,"EDHE","AFIS","Langen Information",125.1
312696,28742,"EDHE","INFO","Uetersen Radio",122.705
568211,29073,"EDHF","AFIS","Langen Information",125.1
568212,29073,"EDHF","INFO","Itzehoe Radio",127.11
569653,29074,"EDHG","AFIS","Lueneburg Radio",122.18
569652,29074,"EDHG","AFIS","Langen Information",125.1
53067,2234,"EDHI","A/D","BREMEN RADAR",124.225
53068,2234,"EDHI","AFIS","Langen Information",125.1
53069,2234,"EDHI","ATIS","Finkenwerder ATIS",135.965
568160,2234,"EDHI","RMP","Finkenwerder Apron / Vorfeld",121.655
568158,2234,"EDHI","TWR","Hahn Tower / Turm",121.28
568159,2234,"EDHI","TWR","Hamburg Tower / Turm",121.28
53070,2234,"EDHI","TWR","FINKENWERDER TOWER / TURM",123.25
52791,2235,"EDHK","AFIS","Langen Information",125.1
52796,2235,"EDHK","FIS","Kiel Information",119.96
52792,2235,"EDHK","GND","GND",125.6
52793,2235,"EDHK","OPS","KIEL MIL",33.832
52794,2235,"EDHK","RDR","BREMEN RADAR",136.225
52795,2235,"EDHK","RMP","APRON",121.9
568379,2235,"EDHK","VOLMET","Bremen VOLMET",127.41
52921,2236,"EDHL","AFIS","Langen Information",125.1
52922,2236,"EDHL","ATIS","Luebeck ATIS",119.93
52923,2236,"EDHL","GND","Luebeck Ground",121.78
52924,2236,"EDHL","INFO","Luebeck Radio",128.705
52925,2236,"EDHL","RDR","BREMEN RADAR",124.225
52926,2236,"EDHL","TWR","Luebeck Tower / Turm",128.705
568164,28589,"EDHM","AFIS","Langen Information",125.1
568165,28589,"EDHM","INFO","Hartenholm Radio",118.13
571832,28662,"EDHN","AFIS","Langen Information",125.1
571833,28662,"EDHN","INFO","Neumuenster Radio",136.41
317699,28492,"EDHO","Info",,122.6
574978,28735,"EDHS","AFIS","Langen Information",125.1
574979,28735,"EDHS","INFO","Stade Radio",132.74
568893,28633,"EDHU","AFIS","Langen Information",125.1
568894,28633,"EDHU","INFO","Lauenbrueck Radio",124.485
575031,28748,"EDHW","AFIS","Langen Information",125.1
575032,28748,"EDHW","INFO","Wahlstedt Radio",128.91
53035,2237,"EDJA","AFIS","Langen Information",126.95
570845,2237,"EDJA","ATIS","Memmingen ATIS",118.855
570846,2237,"EDJA","GND","Memmingen Ground / Rollkontrolle",121.68
53036,2237,"EDJA","TWR","Memmingen Tower / Turm",126.855
567246,308861,"EDJG","AFIS","Langen Information",126.95
567247,308861,"EDJG","INFO","Grabenstaett Radio",135.985
559767,28490,"EDKA","AFIS","Langen Information",125.525
559768,28490,"EDKA","AFIS","Langen Information",129.875
337299,28490,"EDKA","Info","Aachen Radio",122.88
563970,28532,"EDKB","AFIS","Langen Information",123.525
302177,28532,"EDKB","INFO","Bonn-Hangelar Radio",135.155
559939,28497,"EDKD","AFIS","Langen Information",129.875
559940,28497,"EDKD","INFO","Altena Radio",121.19
562478,505117,"EDKF","AFIS","Langen Information",129.875
562479,505117,"EDKF","Info","Bergneustadt Radio",125.84
568193,28606,"EDKH","AFIS","Langen Information",129.875
568194,28606,"EDKH","INFO","Huensborn Radio",123.685
562488,28524,"EDKI","AFIS","Langen Information",123.525
562489,28524,"EDKI","Info","Betzdorf Radio",122.23
569368,28637,"EDKL","AFIS","Langen Information",129.875
569369,28637,"EDKL","INFO","Leverkusen Radio",122.43
570849,28647,"EDKM","AFIS","Langen Information",129.875
570850,28647,"EDKM","INFO","Meschede Radio",126.015
575070,28761,"EDKN","AFIS","Langen Information",129.875
507016,28761,"EDKN","CTAF","Wipperfürth RADIO",133.58
564195,28540,"EDKO","AFIS","Langen Information",129.875
564196,28540,"EDKO","Info","Brilon Radio",129.38
573212,28696,"EDKP","AFIS","Langen Information",129.875
573213,28696,"EDKP","INFO","Plettenberg Radio",127.11
574830,28717,"EDKR","AFIS","Langen Information",129.875
354097,28717,"EDKR","INFO","Schmallenberg Radio",127.09
562244,28504,"EDKU","AFIS","Langen Information",129.875
299162,28504,"EDKU","INFO","ATTENDORN RADIO",121.405
53002,2238,"EDKV","AFIS","Langen Information",123.525
53001,2238,"EDKV","Info","Dahlemer Binz Radio",130.085
575055,28756,"EDKW","AFIS","Langen Information",129.875
575056,28756,"EDKW","INFO","Werdohl Radio",118.005
52783,2239,"EDKZ","AFIS","Langen Information",129.875
52784,2239,"EDKZ","INFO","Meinerzhagen Radio",130.605
562240,2240,"EDLA","AFIS","Langen Information",129.875
52969,2240,"EDLA","ATIS","Langen Information",133.805
52970,2240,"EDLA","INFO","Arnsberg Radio",121.21
563973,28536,"EDLB","AFIS","Langen Information",129.875
75297,28536,"EDLB","Info","Borkenberge Radio",135.005
568370,28615,"EDLC","AFIS","Langen Information",129.875
568372,28615,"EDLC","RADIO","Kamp-Lintfort Radio",125.315
566736,28553,"EDLD","AFIS","Langen Information",129.875
566737,28553,"EDLD","INFO","Dinslaken Radio",122.705
53048,2241,"EDLE","AFIS","Langen Information",129.875
53049,2241,"EDLE","INFO","Essen Muelheim Radio",119.755
567250,28577,"EDLF","AFIS","Langen Information",129.875
300765,28577,"EDLF","INFO","Grefrath Radio",126.705
567239,29075,"EDLG","AFIS","Langen Information",129.875
567240,29075,"EDLG","INFO","Goch Radio",118.445
568161,28586,"EDLH","AFIS","Langen Information",129.875
309848,28586,"EDLH","INFO","HAMM RADIO",134.055
53278,2242,"EDLI","AFIS","Langen Information",129.875
53279,2242,"EDLI","Info","Bielefeld Radio",118.355
564220,29826,"EDLJ","AFIS","Langen Information",119.825
564221,29826,"EDLJ","Info","Detmold Radio",135.06
568396,28625,"EDLK","AFIS","Langen Information",129.875
568397,28625,"EDLK","INFO","Krefeld Radio",125.435
570839,28644,"EDLM","AFIS","Langen Information",129.875
570840,28644,"EDLM","INFO","Marl Radio",134.61
52852,2243,"EDLN","AFIS","Langen Information",129.875
52853,2243,"EDLN","ATIS","Moenchengladbach ATIS",109.8
52851,2243,"EDLN","GND","Moenchengladbach Ground / Rollkontrolle",121.93
52854,2243,"EDLN","TWR","Moenchengladbach Tower / Turm",120.455
572234,28678,"EDLO","AFIS","Langen Information",129.875
527309,28678,"EDLO","CTAF","Oerlinghausen Segelflug",128.36
527308,28678,"EDLO","TWR","Oerlinghausen Radio",136.41
52934,2244,"EDLP","AFIS","LANGEN INFORMATION",129.875
52932,2244,"EDLP","ATIS","Paderborn ATIS",125.73
52933,2244,"EDLP","GND","Paderborn Ground / Rollkontrolle",121.93
52935,2244,"EDLP","OPS","DISPATCH",130.425
52936,2244,"EDLP","RDR","LANGEN RADAR",125.225
52937,2244,"EDLP","TWR","Paderborn Tower / Turm",133.38
318778,28686,"EDLR","AFIS","Langen Information",129.875
318777,28686,"EDLR","INFO","Haxterberg Radio",125.035
52739,2245,"EDLS","AFIS","LANGEN INFORMATION",129.875
52740,2245,"EDLS","INFO","Stadtlohn Radui",119.205
571814,28652,"EDLT","AFIS","Langen Information",129.875
571815,28652,"EDLT","INFO","Telgte Radio",122.855
52723,2246,"EDLV","ATIS","Niederrhein ATIS",124.455
52724,2246,"EDLV","INFO","Langen Information",129.875
599365,2246,"EDLV","OPC","Ryanair",131.455
52725,2246,"EDLV","RDR","LANGEN RADAR",128.5
52726,2246,"EDLV","TWR","Niederrhein Tower / Turm",129.405
53143,2247,"EDLW","AFIS","Langen Information",129.875
53144,2247,"EDLW","APP","LANGEN RADAR",125.225
53145,2247,"EDLW","ATIS","Dortmund AtIS",125.13
53146,2247,"EDLW","GND","Dortmund Ground / Rollkontrolle",121.83
53147,2247,"EDLW","TWR","DOrtmund Tower / Turm",134.18
575059,28757,"EDLX","AFIS","Langen Information",129.875
575060,28757,"EDLX","INFO","Wesel Radio",122.03
563974,28535,"EDLY","AFIS","Langen Information",129.875
563975,28535,"EDLY","Info","Hoxfeld Radio",122.93
574971,28730,"EDLZ","AFIS","Langen Information",129.825
574973,28730,"EDLZ","INFO","Soest Radio",133.465
53149,2248,"EDMA","AFIS","LANGEN INFORMATION",120.65
53148,2248,"EDMA","ATIS","ATIS",119.665
53150,2248,"EDMA","RDR","MUNCHEN RADAR",128.25
53151,2248,"EDMA","TWR","Augsburg Tower / Augsburg Turm",124.98
562248,2248,"EDMA","VDF","Augsburg Tower / Augsburg Turm",124.98
52732,2249,"EDMB","AFIS","Langen Information",126.95
52733,2249,"EDMB","INFO","Biberach Radio",120.535
563958,28527,"EDMC","AFIS","Langen Information",128.925
563959,28527,"EDMC","Info","Blaubeuren Radio",130.661
564211,28547,"EDMD","AFIS","Langen Information",126.95
564212,28547,"EDMD","Info","Dachau Radio",133.01
52736,2250,"EDME","AFIS","Langen Information",120.65
52737,2250,"EDME","ATIS","Eggenfelden ATIS",125.08
52738,2250,"EDME","INFO","Eggenfelden Information",120.305
566987,28564,"EDMF","AFIS","Langen Information",120.65
566988,28564,"EDMF","AFIS","Fuerstenzell Radio",128.74
568149,28582,"EDMG","AFIS","Langen Information",132.65
568150,28582,"EDMG","INFO","Guenzburg Radio",118.83
568153,28585,"EDMH","AFIS","Langen Information",120.65
568154,28585,"EDMH","INFO","Gutzenhausen Radio",118.96
329587,28609,"EDMI","AFIS","Langen Information",128.95
568199,28609,"EDMI","INFO","Illertissen Radio",128.865
568213,28613,"EDMJ","AFIS","Langen Information",126.95
552871,28613,"EDMJ","RADIO","Jesenwang Radio",120.055
568377,28619,"EDMK","AFIS","Langen Information",126.95
568378,28619,"EDMK","INFO","Kempten Radio",124.005
568754,28630,"EDML","AFIS","Langen Information",120.65
75300,28630,"EDML","INFO","Landshut Radio",129.805
52750,2251,"EDMN","AFIS","Langen Information",126.95
52751,2251,"EDMN","INFO","Mindelheim Radio",122.975
52838,2252,"EDMO","AFIS","Langen Information",126.95
52839,2252,"EDMO","ARR","MUNCHEN ARR",120.775
572226,2252,"EDMO","ATIS","Oberpfaffenhofen ATIS",126.58
52840,2252,"EDMO","RDR","MUNCHEN RADAR",127.95
52841,2252,"EDMO","TWR","Oberpfaffenhofen Tower / Turm",119.555
572227,2252,"EDMO","VOLMET","Frankfurt 2 VOLMET",135.78
575023,28746,"EDMP","AFIS","Langen Information",120.65
575024,28746,"EDMP","INFO","Vilsbiburg Radio",118.06
566739,28554,"EDMQ","AFIS","Langen Information",120.65
566740,28554,"EDMQ","AFIS","AIRBUS INFORMATION",122.055
566741,28554,"EDMQ","ATIS","ATIS",124.33
566742,28554,"EDMQ","RADIO","Genderkingen Radio",134.13
53223,2253,"EDMS","A/D","MUNCHEN RADAR",132.55
53224,2253,"EDMS","AFIS","Langen Information",124.65
53225,2253,"EDMS","ATIS","Straubing ATIS",135.53
574986,2253,"EDMS","FIS","Straubing Information",127.155
53226,2253,"EDMS","INFO","MUNCHEN INFO",120.65
575003,28737,"EDMT","AFIS","Langen Information",126.95
575004,28737,"EDMT","INFO","Tannheim Radio",122.83
568151,29076,"EDMU","AFIS","Langen Information",128.95
568152,29076,"EDMU","INFO","Gundelfingen Radio",122.93
53208,2254,"EDMV","AFIS","Langen Information",120.65
53209,2254,"EDMV","INFO","Vilshofen Radio",119.18
564217,28550,"EDMW","AFIS","Langen Information",120.65
564218,28550,"EDMW","Info","Deggendorf Radio",122.03
570860,28650,"EDMY","AFIS","Langen Information",126.95
520018,28650,"EDMY","Radio","Muehldorf Radio",119.78
559941,28498,"EDNA","AFIS","Langen Information",126.95
559942,28498,"EDNA","INFO","Ampfing Radio",118.735
559947,28501,"EDNB","AFIS","Langen Information",120.65
559948,28501,"EDNB","INFO","Arnbruck Radio",118.555
562474,28522,"EDNC","AFIS","Langen Information",120.65
562475,28522,"EDNC","Info","Beilingen Radio",118.355
566734,28552,"EDND","AFIS","Langen Information",128.95
566735,28552,"EDND","INFO","Dingelsbuehl Radio",134.535
566974,28560,"EDNE","AFIS","Langen Information",128.95
566975,28560,"EDNE","INFO","Erbach Radio",131.135
566971,29848,"EDNF","AFIS","Langen Information",120.65
331089,29848,"EDNF","INFO","Grafenau Radio",118.935
307319,28571,"EDNG","INFO","Giengen Radio",122.355
567051,28571,"EDNG","TWR","Langen Information",128.95
562273,28518,"EDNH","AFIS","Langen Information",126.95
562274,28518,"EDNH","Info","Bad Wörishofen Radio",122.605
562476,29077,"EDNI","AFIS","Langen Information",120.65
571823,28658,"EDNJ","AFIS","Langen Information",120.65
571824,28658,"EDNJ","INFO","Egweil Radio",132.005
568380,28620,"EDNK","AFIS","Langen Information",126.95
568381,28620,"EDNK","INFO","Kirchdorf Radio",118.63
52927,2255,"EDNL","AFIS","Langen Information",126.95
52928,2255,"EDNL","INFO","Leutkirch Radio",122.88
571848,28673,"EDNO","AFIS","Langen Information",120.65
571846,28673,"EDNO","AFIS","Langen Information",128.95
571849,28673,"EDNO","INFO","Noerdlingen Radio",133.08
573200,28692,"EDNP","AFIS","Langen Information",120.65
573201,28692,"EDNP","FIS","Eggenfelden Information",120.305
573202,28692,"EDNP","INFO","Pfarrkirchen Radio",119.98
563971,28533,"EDNQ","AFIS","Langen Information",128.95
563972,28533,"EDNQ","Info","Bopfingen Radio",123.19
573284,28699,"EDNR","AFIS","Langen Information",120.65
573285,28699,"EDNR","INFO","Regensburg Radio",120.43
574842,28721,"EDNS","AFIS","Langen Information",126.95
574843,28721,"EDNS","INFO","Schwabmuenden Radio",124.515
575011,28740,"EDNT","AFIS","Langen Information",120.65
575012,28740,"EDNT","INFO","Treuchlingen Radio",122.605
575008,28738,"EDNU","AFIS","Langen Information",126.95
349406,28738,"EDNU","Thannhausen Info","Thannhausen Radio",118.18
575025,28747,"EDNV","AFIS","Langen Information",126.95
575027,28747,"EDNV","INFO","Vogtareuth Radio",121.03
575052,28755,"EDNW","AFIS","Langen Information",128.95
575053,28755,"EDNW","INFO","Weissenhorn Radio",119.43
298334,29078,"EDNX","AFIS","Langen Information",126.95
572230,29078,"EDNX","ATIS","Muenchen ATIS",123.13
572231,29078,"EDNX","FIS","Schleissheim Information (IFR flight ops)",131.13
298333,29078,"EDNX","INFO","Schleissheim Radio",131.13
53134,2256,"EDNY","AFIS","ZURICH INFORMATION",124.7
53131,2256,"EDNY","APP","ZURICH ARR",119.925
53132,2256,"EDNY","ATIS","Friedrichsfafen ATIS",129.605
53135,2256,"EDNY","TWR","Friedrichsfafen Tower / Turm",120.08
53133,2256,"EDNY","Twr","Friedrichsfafen Tower / Turm",134.305
575078,29079,"EDNZ","AFIS","Langen Information",125.8
575079,29079,"EDNZ","AFIS","Haidberg Radio",132.83
562245,28505,"EDOA","AFIS","Langen Information",125.8
562246,28505,"EDOA","Info","Auerbarch Radio",128.74
562250,28507,"EDOB","AFIS","Langen Information",125.8
511824,28507,"EDOB","Info","Bad Berka Radio",120.835
567040,28567,"EDOC","AFIS","Langen Information",132.65
567041,28567,"EDOC","INFO","Gerdelegen Radio",133.19
573288,28701,"EDOD","AFIS","Langen Information",125.8
573289,28701,"EDOD","INFO","Reinsdorf Radio",130.655
563965,28530,"EDOE","AFIS","Langen Information",125.8
563966,28530,"EDOE","Info","Boehlen Radio",118.93
562255,28510,"EDOF","AFIS","Langen Information",119.825
562256,28510,"EDOF","Info","Bad Frankenhausen Radio",121.19
568760,29080,"EDOH","AFIS","Langen Information",125.8
563954,28525,"EDOI","ATIS","Langen Information",132.65
324813,28525,"EDOI","INFO","Bienenfarm Radio",134.99
569654,28641,"EDOJ","AFIS","Langen Information",125.8
569655,28641,"EDOJ","INFO","Luesse Radio",128.755
574312,28710,"EDOK","AFIS","Langen Information",125.8
511830,28710,"EDOK","INFO","Rudolfstadt Radio",118.33
572249,28683,"EDOL","AFIS","Langen Information",119.825
572250,28683,"EDOL","INFO","Oschersleben Radio",129.405
568383,29081,"EDOM","AFIS","Langen Information",119.825
568384,29081,"EDOM","INFO","Muehlingen Radio",136.41
53079,2257,"EDON","AFIS","Langen Information",132.65
53080,2257,"EDON","INFO","Neuhardenberg Radio",119.13
572245,28682,"EDOQ","AFIS","Langen Information",125.8
572246,28682,"EDOQ","INFO","Oschatz Radio",120.43
574982,29082,"EDOR","AFIS","Langen Information",132.65
574983,29082,"EDOR","INFO","Stoelln Radio",130.08
573199,28691,"EDOS","AFIS","Langen Information",125.8
511829,28691,"EDOS","INFO","Pennewitz Radio",130.64
567251,28578,"EDOT","AFIS","Langen Information",125.8
511827,28578,"EDOT","INFO","Greiz Radio",132.015
575049,29083,"EDOU","AFIS","Langen Information",125.8
